,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
San Lorenzo,-1.1955082,1.4037933,-1.707127,-0.64833295,1.5979037,2.2000113,0.17949043,0.0435978,0.23095442,1.2591287,-1.844532,2.7020173,-1.4644794,0.15995108,0.107136175,2.8703475,-0.5508417,1.0392088,0.9244305,-0.061802745,-2.751118,-1.200637,-2.4181476,-0.4735452,-2.7542043,1.0906026,-0.032593463,1.5902662,2.3546438,-2.6231272,0.16809338,2.6559737,1.7702999,-1.7983233,-1.1834756,1.7932149,-1.1905876,1.8095471,-0.34270036,3.41823,-0.58046687,-0.42973214,-0.37029666,0.8524587,-0.10019897,-0.83197,-0.57014495,-0.48626673,-1.2196369,-0.39903486,-1.2279431,0.9596436,1.5757126,0.771973,-2.0784316,0.28536743,0.97015923,-0.45825934,0.62060887,1.3410685,-1.2355059,-1.1827836,-1.5854868,0.34678036,-0.014351912,0.64460677,-1.3884561,4.1596427,0.37241057,0.69869375,-0.34585813,0.4736125,1.2109009,-1.8354143,1.0017427,0.30213594,-1.4599894,0.6246929,0.29371282,-0.7998756,-0.40970075,0.48637366,0.46664178,0.26456827,1.2365069,-0.73328996,0.07666059,-0.5465924,-1.0693872,1.000247,-0.7580093,1.5558748,1.817136,2.0324771,0.47193217,2.690542,-1.5181748,0.7493536,0.75528413,0.1406694
San Luis,0.58168757,-0.6274197,-1.6956474,-2.0766048,0.2875845,0.091600604,2.0237708,0.59113413,0.63659436,1.9509692,-0.45430282,1.384735,0.18680306,-0.55127,-0.76535344,-0.35447606,1.0928298,-1.3778005,-0.6295529,-1.033579,-0.81854254,-2.474743,-1.2503492,2.7000399,-0.9749319,-2.5997097,-0.29518765,-1.6302983,0.46597967,0.72030115,2.1614578,0.59133303,-0.6755571,1.0215273,1.0671132,0.3545104,0.8582177,-0.36696422,-0.9722026,-0.26893565,1.3270175,-0.07931564,0.060127124,-1.3773834,1.6725672,0.32527927,2.1092482,0.059728798,-0.6091061,-3.6032524,-1.4693189,-0.056152884,2.390779,0.21939105,0.14405042,-0.6977161,1.4411001,-0.66884685,-0.11755029,-1.0282769,-1.2016491,-1.9705234,-1.110809,-0.14746703,1.1956568,0.3557874,-1.5201689,2.3007708,-0.71811074,2.2504299,-0.3263968,-0.5934634,2.0899947,0.4736204,1.4730848,0.5179387,-1.6563342,0.994275,0.79318815,2.986771,0.09537489,0.37608033,0.27813166,-0.9271864,2.296983,0.7759153,-2.1696193,-0.70911795,-0.96028405,0.537071,0.15106148,-0.1979926,-0.014587174,0.61275005,1.075253,-0.27916786,0.73934394,0.8737408,3.4631915,-1.454132
San Marcos Sierras,-0.22900337,1.2772131,-0.48040882,-3.0044012,-0.28621605,1.6610751,0.41205737,-0.1932646,-1.3271797,1.7607036,2.686892,-0.6843444,0.6049926,0.13968083,-1.9351369,-1.5716325,2.1806123,1.3745705,1.055464,0.4416614,-0.48177844,0.94071114,0.2183863,0.7453728,0.673119,-1.381091,-1.2097632,2.1462133,-0.86719036,2.2452416,0.61864877,-1.1642863,-0.33483565,-0.53922075,-1.2919985,1.2628344,-0.121481024,-0.0046946076,0.871596,1.1275516,1.0140544,0.5588344,-1.6493849,1.6417795,0.7780937,-0.21752754,0.5795099,0.93042684,0.43881437,0.43692723,-1.9124616,0.9425088,1.0468159,-0.53544533,-0.8696554,-0.24963559,1.2666255,0.64552206,-1.9329286,0.21375734,0.45819455,-1.0367922,-0.4721507,0.109068885,-1.5593957,0.03450652,0.61008734,1.2274078,-2.3789673,0.4482703,0.6266891,2.2526472,-1.2483667,0.4821328,1.5146704,-0.4837468,-0.5826457,0.24895552,-1.1295828,0.99428463,-0.7815528,-1.2394167,-1.5582297,0.93178725,0.31908086,-0.71437037,2.0737896,0.9871105,-1.9179059,0.04060832,0.4857673,-1.3167198,-0.27819094,-1.0676926,-1.3623289,1.157335,-1.4098697,2.260824,0.41007987,2.8074663
San Martín,-0.66451395,-1.5246491,-0.47387302,-1.0405463,-0.7930992,0.378832,0.4799645,-1.8868287,-0.83311397,-0.93077034,-0.35569125,1.2344805,-1.2154762,-0.9372149,-2.0219777,0.7619215,1.2431369,-1.2641875,1.4710582,-1.6636237,0.12726147,-0.7270023,-0.32992667,-0.9615223,-1.0517517,-0.60954493,0.9802093,0.8062719,0.41589695,-0.9713701,1.2832239,-0.86239386,-0.25570336,-2.7093318,-0.6102555,-1.118095,1.2337661,1.6736821,-0.92340755,0.5729971,-1.0220138,1.4013178,-2.169282,-1.0814886,1.0987215,-0.32533494,-2.297043,0.1965435,-0.74241924,2.895295,-2.0530102,0.94626415,-0.8303566,-0.7209643,-0.9686736,0.45537513,-1.469719,1.0639576,0.48118907,0.94186723,1.9877747,-0.54079384,-3.0102494,-0.8165775,0.36964265,1.4609481,-0.97034556,0.31190163,1.1794627,-0.2001752,-1.0712805,-1.3533753,1.235062,-3.656091,-0.5568677,1.3697133,0.15206118,2.3633213,-0.46638584,-1.0558419,-2.7851484,1.8288187,-0.43465608,0.6117145,1.081759,-1.4365706,0.7314637,0.14438528,-0.90845275,0.87451744,1.4584458,0.6873317,-1.0558821,-0.22948952,0.2196941,0.55451995,-0.59520686,0.10653051,-0.076264285,-1.2360778
San Martín de los Andes,2.8564417,-0.23113485,-2.55696,-2.4654927,-0.7206932,1.2569078,-0.22286168,-0.83235335,0.29261672,0.1517271,-0.7104932,1.3405384,0.79208165,1.0130706,-1.363905,-0.4988044,-0.720825,-0.1455267,0.88687825,0.35021618,0.48352703,-1.2354922,-0.16404411,-1.1198618,-1.4942396,-0.2786491,0.6478083,-0.46155462,2.4834301,1.9937445,-1.1160681,0.33408278,0.2126176,1.221592,0.24311104,-0.46060055,3.2428179,-1.3845686,-0.0868848,-1.6012753,-1.0579674,-1.0914567,2.5287375,-0.3365786,1.5499521,-0.5924014,-0.015358468,-0.16593693,0.99970376,-0.7479781,-0.5459871,-0.21728687,0.09069415,0.85317045,-0.9118161,-0.57147115,1.9450992,-0.27137345,-1.4265647,-0.74330115,0.710978,1.2158355,-0.526863,-1.6263952,-0.17129678,0.44877893,2.0743184,1.0107801,0.73330736,-0.13771039,0.09518526,2.8210478,1.5485852,-1.4070028,2.5484672,-0.6145989,-1.6197374,-0.22995965,-0.57123846,0.48765373,2.6640344,1.5059357,2.8904462,-1.2457323,1.576252,0.92299753,1.10654,-1.2322083,-1.5038524,2.050786,2.114789,0.5033194,2.1863039,0.13045818,1.1929975,-2.7226472,2.6049905,1.2370745,1.5355661,0.6301293
San Miguel,-2.2729433,-1.5155991,-1.9908525,-2.6714747,0.057580642,2.1959321,-0.58914244,1.1044841,-1.3116205,-1.1748283,-0.07568036,0.6502531,-0.42300487,-0.26924726,-0.13612203,-0.06881872,1.0914747,-0.9147521,-0.15596065,-2.249286,-2.5037744,-1.1498284,-2.3024707,-1.1055566,-1.6503719,-1.9269805,2.6470635,-0.14436306,2.9256382,-0.011100628,0.94644475,1.7616354,0.58186907,0.48456356,0.19586402,-0.1454043,-0.95381695,1.2454358,-0.0063694646,1.1371434,-0.13265716,-0.20037134,2.357975,0.098741576,0.73052734,1.0305992,-1.4459982,-2.2439897,1.0560629,-1.6153746,-2.1909547,0.3595615,0.85929775,1.030585,-0.81160164,-1.8461449,1.076164,0.92238486,1.4390218,1.0221853,-0.033210706,-0.6762151,-1.0729452,-2.345236,0.47416094,0.42555365,0.47008756,1.3979566,1.0549742,1.4207973,0.70386696,-0.72362673,0.8774908,-1.0638062,2.1708815,0.63008773,-0.24887744,1.2242867,-0.8745309,1.6996553,-0.1133457,0.20805146,2.552301,-1.1942472,1.5357493,-1.5594102,1.7240512,-1.3213851,0.4144805,2.3461828,0.6392233,3.2601025,0.2909961,1.3268733,1.9982194,-0.3981397,-1.2811496,0.5065312,2.6693892,1.9081541
San Miguel de Tucumán,-1.1358364,-0.10064123,-2.7034228,-2.948986,1.9945674,1.8416332,0.7485503,-0.8495893,-0.22709325,1.113419,-1.0232956,2.5228052,0.75282776,1.6055888,-0.7031105,0.050699636,-0.56143206,-1.30538,-1.8451911,-1.5127941,-4.03352,-0.08457843,-1.5708219,-0.06285958,-2.6654546,0.99370015,2.9295955,-0.73438257,2.6770592,-1.7731947,0.6895252,1.293779,0.8730499,0.5778309,0.46042272,0.19018261,-0.244731,0.6338868,-0.64239585,2.3258815,1.6841495,0.21990363,3.6933053,2.1580586,0.76233315,1.8086672,-1.1229739,-1.7731191,1.0810024,-0.35939902,-1.2017899,2.7095323,0.052995626,1.8794819,1.0051154,-0.983821,0.9045055,-1.2682735,-0.19237785,1.3751082,0.024802197,-1.0004923,-0.46906358,-0.689198,0.16071874,-1.0806893,-1.4213741,3.9429853,0.04999266,1.677229,-0.7321058,-0.053593736,2.264329,-2.5583696,1.6789733,0.08169341,-0.21218401,-1.3242722,-1.2212087,0.2962418,0.22511669,0.6699933,2.9946644,-0.45741856,-1.367486,-3.4603379,-0.027313521,-1.3535888,-1.4655753,1.8617306,0.32488734,4.184112,0.018355455,-0.15308589,0.8732446,1.5677828,-0.50224894,1.4850214,-0.3392206,1.0606529
San Miguel del Monte,1.2739295,-0.8232081,-2.4197721,0.44642863,-2.093297,-0.88066965,-0.037922062,-0.31692758,0.7930477,-0.77927876,-0.25962248,0.81674916,0.37285957,3.3579297,0.97454464,0.79680824,0.33080244,1.3535713,-0.070276,0.101931795,-0.3554022,-3.1150558,-0.8831717,1.2195349,-0.3405305,-1.2214408,-0.5046632,0.64562017,1.3062724,1.4890887,0.8452775,-0.053927545,-1.002885,-0.028694773,-1.4227719,0.54219,4.3194466,0.7938138,-0.5804482,0.51626945,1.6458772,2.628298,0.20055525,0.13918059,-0.32508448,1.2111511,1.0877343,0.8216172,1.4912463,-1.4285456,0.78102773,0.4834781,-1.8897609,0.6123417,0.54033273,-0.5384962,-0.05993994,-0.63448113,0.6083427,-0.7596595,-1.2005606,-1.4046508,0.41860276,-1.0247494,-1.9470751,0.87355155,0.7305307,0.4988525,1.9663819,-0.535929,-0.6370402,-1.1424767,0.9092553,-0.59731036,2.4511933,2.5280418,1.1010731,-1.3775982,0.01711679,0.5493706,0.71769863,0.38364515,2.6121676,1.4433777,-2.1396415,-0.8864816,1.3991008,-2.1022477,1.7927794,2.0455012,-1.7024444,0.2851619,-0.73256826,-0.8250318,1.2979832,-0.7492549,-0.67634296,1.6803808,1.9815704,1.4386582
San Nicolás,-0.36224496,-1.5154759,-0.17707723,0.4808249,0.21089634,0.23893824,-2.557827,2.0112064,0.35723767,1.1740903,-0.7418685,-0.7702487,-0.11272384,1.967352,1.1474514,0.20177715,-1.356622,1.6255726,-2.8911452,0.20632775,0.5936232,-0.59908855,-0.45950904,2.1262007,0.8860604,1.2058387,0.3159172,1.8531411,-1.8940488,-0.36739224,0.46979216,0.38412714,-1.2299849,0.0388827,-4.4651957,1.6784635,0.36320585,1.1030847,-0.7117589,0.20059964,-1.6156825,-1.3789682,-1.5079541,2.3155625,-1.4012814,-0.76876926,-0.83292955,0.69734424,-1.30985,2.0927997,-1.0044422,-1.6950694,1.4305856,-0.7445956,-1.5729009,1.1225849,-1.2993419,-2.8108017,0.022113638,-0.19871107,0.21860304,-2.9061377,-0.8359633,0.9464209,-1.4216884,0.23540264,-1.3152581,1.0305016,-2.0323713,-0.13866203,-1.0137703,0.29035002,-0.8403338,1.931171,1.0744561,1.0129043,0.538344,-0.74039274,2.115514,0.047178935,-0.5153294,-0.70191145,-0.27874404,1.3391907,-1.6116986,1.1788914,0.6510208,1.552951,1.4415756,-0.8783179,-1.160561,0.45610014,-1.0287867,-0.6289254,0.36233345,-0.53974235,-0.2063953,0.39194372,1.4001575,0.99846274
San Nicolás de los Arroyos,-0.77509516,1.2867079,0.7972669,-1.0192473,-1.3322253,-0.4338093,0.13113214,0.31678486,-1.4831845,0.6794826,-0.07867132,1.1652359,0.10649247,0.18434529,1.4697057,0.7334737,2.801927,0.3651159,-0.5062068,-1.0969986,-0.020752126,-1.0260863,-2.5170712,1.587351,-0.28353772,-1.7821426,2.9943316,0.73049265,0.02115854,-0.95949775,0.94833267,1.9140749,0.84802276,-0.11347693,-1.277599,1.6315627,0.27239177,-0.36650655,0.9175248,-0.6161833,-1.4587128,1.6295907,0.8515508,1.7642094,0.8962633,1.4626073,-2.441128,0.6247582,-2.2204742,1.9031997,-0.2164993,1.9945818,-0.10464409,3.8910873,-2.1103578,-0.7884889,1.3883022,-0.7029702,0.32460546,-1.009366,0.8966688,-0.77844363,0.8607375,-0.350113,0.69575983,-0.75919324,0.6475301,-0.27288923,-0.15630686,0.62023854,0.38194618,0.12807076,-0.7937702,0.42036822,-0.08596822,1.2620159,1.1326754,0.28175876,1.5377971,0.31832954,1.2546303,-1.4051086,0.5160165,-0.14960665,-0.040511537,1.7813135,0.54167104,-0.34398034,0.12480756,0.63890886,0.73311275,1.1678984,-0.69832104,2.136018,-0.06629197,-0.6280862,1.7183021,0.2767955,0.664839,-0.78583664
San Pablo,-0.25934386,0.4791848,-1.4824846,-1.4088174,0.44368237,0.6123866,-1.4059032,2.228451,-0.41500527,1.2287191,-0.3867851,-1.2168423,-1.2207196,0.102807574,0.29677427,1.5066351,-0.061075076,-1.8318639,-1.3219317,-0.12667164,-1.3203654,0.32742476,0.68849534,0.12904511,-1.0374984,1.5951777,0.8456324,-0.19651441,1.3944107,-1.2509316,1.2784774,1.0203815,-0.766352,0.5787309,0.59978104,2.4138389,-0.2744574,-0.5220371,-0.16763835,1.3389554,-0.9079477,-0.97471553,-0.35012972,3.0855212,0.42252752,0.54380375,0.3736728,-0.4104468,-0.13122231,-1.3680608,-0.2092694,0.94799733,0.854766,0.8867414,-0.038431082,-1.0945278,2.336976,1.1454339,-0.6445264,0.9852716,0.9866838,-0.41510433,0.9805227,1.3918104,1.012049,0.48855004,-2.7028773,1.8325194,-1.4829471,1.7793794,-0.40841466,-0.1539711,-0.33801544,-1.6470474,0.9680691,-0.80144566,0.75002444,-3.4452372,1.5798024,-1.084567,-0.48865235,0.16044924,-0.7004992,1.5327843,-0.08800526,1.6216457,-0.32629234,-0.054501683,-1.7253369,-0.23140645,0.2528617,-0.50108856,-1.470266,-1.5368117,3.213509,0.4613578,0.24641,0.99331176,0.807115,0.08731201
San Pedro,2.8357513,-0.34558144,-0.3007447,-1.8343273,2.2154577,0.42335966,-0.6072622,-1.6855621,2.5569046,0.94210136,-0.6559883,1.122126,-0.5358114,-0.1964035,-2.3853302,1.3978852,2.5354593,0.9389603,0.6252494,-0.43183455,0.9971453,-0.9949412,0.488209,0.16233456,-1.0389702,0.5067527,-0.11482956,-2.3538141,0.8008513,-1.3475994,-0.5540326,0.7497693,2.828453,-0.36213654,-2.033064,-0.17180441,-0.53237706,-0.64012593,0.015523844,-1.692127,-0.96373504,1.2726928,0.13431342,2.5863965,0.694632,-2.5210588,0.3515678,-1.5518256,0.5773964,1.1170595,-0.44694543,-0.30407533,0.48868385,0.5998204,-2.0048707,-0.804948,0.08841063,-0.5286203,0.9150006,0.25114492,-0.56573784,-0.542357,0.5407346,0.57255363,-0.097503245,0.4899981,-1.3736116,-0.5750626,0.17798938,1.4294194,0.013132983,0.35695466,0.22191554,1.584833,1.1952838,0.03374538,-1.752736,-2.5516899,0.5703594,1.2874498,1.1212353,0.1824235,-0.1768572,-0.98882395,-1.4378493,-0.026567433,1.8861887,0.4845536,-1.4576206,0.5289369,0.4124052,0.042212807,1.3748653,0.6145913,0.7704517,-0.6073874,1.0809714,3.009646,-0.383331,0.30608112
San Rafael,-0.043906514,-0.71172184,-1.1053364,-0.9537986,0.72379905,-0.0075894785,1.3708076,-1.2510481,0.9470247,1.2556263,-1.8325958,2.5695004,-0.35133827,0.58979267,0.83041614,-1.0450096,-0.15411523,0.9663604,-1.4844276,0.024143707,-2.3992648,-1.4389327,0.3369307,1.1920063,-0.79015076,-0.19963191,-0.09570196,0.999342,-0.047699578,-0.23109373,1.4745836,1.8722471,-0.010104173,0.7208118,0.33201355,-0.10184958,1.8379291,-0.81074935,-1.8517778,0.68501735,-1.2390863,0.1600805,-0.47151124,1.3809077,-0.12832497,1.7330515,-0.3474541,1.0754503,3.8357303,-0.3268153,-0.65696365,2.3472886,0.72946256,0.021748943,-0.57448286,0.1742614,-0.2008794,-1.5728649,2.0194862,0.73736566,1.0608165,0.6331367,-0.17135221,-0.16903493,0.052055024,0.35549778,-0.0902273,1.248209,-0.14814718,2.9717486,-1.1681479,-0.2300338,0.7435249,0.15311792,0.9294097,0.9683401,-1.8000058,-1.1067516,-0.80661654,0.50986487,0.07149481,0.20045684,0.5273147,-1.9265816,1.8510039,0.72252756,2.5573277,0.02114633,2.0485697,-0.20724015,1.2015803,1.354267,0.92602485,0.81115794,1.5357175,0.10057542,2.3121634,0.41739216,2.1107032,0.088184826
San Roque,-1.6601437,-0.07850972,-0.9039945,-0.766148,-0.17799377,-0.8840751,-1.0394946,0.4440423,-0.32507896,1.4768571,0.054031014,-1.0336074,1.5584017,-0.018055554,0.27325478,-0.28609678,-1.1466954,0.24362521,-1.4889531,-2.065109,-2.095966,0.34100834,-1.8215519,0.93775666,-0.6147808,-1.0573267,-0.091100864,-0.47877997,1.4054058,-2.0577917,-0.49053878,-0.38391167,2.1323311,1.5803035,2.77638,0.48295382,-1.2575482,1.3799261,0.5124048,1.4434378,1.0242041,-1.0449421,1.1641891,2.2664263,-0.9982495,0.17296764,-0.89073575,-0.9608295,1.1200352,0.53023446,-0.458782,-0.05164995,-1.167972,1.1673211,0.14736703,0.68490976,-0.06728982,1.0211232,-0.54148096,0.30544543,1.4539596,-0.28515747,1.6467365,-1.4017091,1.3847512,-0.68385655,0.3706989,0.75511885,-1.4904159,-0.38642797,2.3006804,1.0419827,-0.23802587,0.028909253,0.7414773,-0.20628591,1.4678922,1.8150699,-0.5086963,1.1723949,2.3916292,-0.4601842,-0.6440963,0.96286565,0.650694,-1.0375172,0.6337218,0.24224846,-1.2918491,1.4389565,1.690423,0.96135604,0.6637823,0.010239962,1.4630874,1.2084222,-1.7537117,-0.011411744,1.8111763,1.6176072
San Salvador de Jujuy,-0.63523304,0.030641379,-0.5790673,1.051033,-0.17792661,-0.20134278,0.7714011,1.6219078,1.546388,1.7878298,-1.1888924,0.45294565,-0.6659199,-0.26163128,1.5902647,-0.18744338,-0.4325421,-0.4723025,-0.35960934,-0.7383855,-0.08150232,-0.68753767,-1.2394592,1.7430557,-1.2424369,0.6680882,0.7667973,1.6297871,-0.17135915,-0.38764933,1.2434002,-0.28125495,0.48440272,-0.87079805,0.1484411,2.1206574,-0.81082594,-0.9022695,-1.1294153,0.4866311,0.39900813,-0.5222001,-0.53413856,-1.3341541,-1.2709858,2.8306572,0.13342462,1.0569738,-0.67519253,-0.13518858,0.4289072,1.6220566,1.6931626,2.8540251,-0.46830747,-2.0827093,1.2063862,0.0055705435,2.2596037,0.0025955725,0.046507783,-0.9658947,-0.35152364,-0.9903049,-2.419077,-1.2126738,0.031001348,0.8964675,0.8597768,0.19613968,-0.057597265,0.05658731,2.9406784,-1.3706443,1.2959174,1.7317575,0.7937717,-0.1484174,0.66718423,-2.5060422,-1.0259947,-0.024795186,0.35848355,1.8513916,-0.6610192,-0.7509721,-1.0407023,-2.2974641,0.5960605,2.5425885,-0.02956704,-0.80067426,-1.728142,0.20035648,-0.37964743,-1.579265,0.76825917,0.9736967,0.3984035,0.613936
San Telmo,0.32851908,1.5270305,-0.6842648,1.1067612,-1.7677757,-2.4994354,-3.5778291,0.2111799,0.74793905,-1.6586138,0.06256404,-1.4807916,1.0164437,1.6485325,1.2905859,2.756666,0.17579494,0.22630371,-3.1780267,1.8035076,2.4037871,0.7590022,-0.766602,1.223127,1.111166,-0.184993,-0.49720925,1.2005991,-0.18790783,1.2400692,-0.40808326,-1.2265521,-0.32564732,0.62461394,-1.8775698,1.0769553,-0.106762186,-0.76408976,-3.5205364,-1.2217959,-1.2759919,-0.18004861,-0.7904747,-0.33788002,-0.6585882,-0.41079375,1.7730083,0.8873914,-1.8739731,0.3489314,0.39563093,-1.3101959,-1.2759532,-0.972164,-0.15084745,0.596295,-1.124705,-2.3714917,0.48044282,-0.59934515,0.32696366,-2.2278929,-0.5413003,2.8647277,-1.6610173,-0.7586819,-0.7601438,-0.30534926,-0.0006030347,0.52017665,-1.6000004,0.63503426,-0.71002406,1.0749986,0.73291814,2.1515934,1.8197185,-2.5120327,2.6445746,-0.2580099,-1.005041,0.51853245,-0.21402518,3.185805,-1.2972991,2.5696092,-0.9480104,1.3856801,2.6990676,-1.1543578,-0.33345765,-0.76388615,-1.7695202,-2.2912014,-2.1229477,-1.1186277,-1.142488,0.62347627,1.8341556,-0.96347463
San Vicente,-2.4629624,-0.8401924,-2.7515793,-0.8259741,1.6966478,2.4841444,0.030395424,1.2226896,-0.4703466,-0.31312266,-1.5561343,1.5141848,-0.68213505,-0.4113498,0.42546272,-0.33747312,-0.0325525,-0.15571128,-0.8507661,-1.9865353,-2.4724493,0.68919635,-2.0484514,0.6232676,-3.3524683,2.0512478,3.0435874,-0.5826548,2.7673059,-0.92567754,1.6112536,2.6125987,-0.09071314,1.5837835,-1.2972633,1.6305093,-0.57408196,-1.0655196,-0.98125565,1.4631023,0.6012255,1.0597639,0.016697314,0.5431432,-0.3530628,1.7908448,-1.4926844,-0.6027591,1.422156,-0.102593474,0.09923253,3.70029,-0.814487,-0.3324102,0.2654408,-2.6453676,0.2876502,-1.4163791,-0.2697565,-0.01892812,-2.2753158,-2.2637959,-1.7380939,0.31702054,0.7812887,-0.13809861,-1.2522227,2.9034011,1.1480155,1.6780474,-2.008329,1.2139934,1.3261293,-1.7634897,2.1296358,0.79086626,-0.7119786,-0.74277544,-3.1760755,-0.21316259,-1.0757933,-0.74818385,3.2511628,-0.006029894,0.69953644,-0.4991262,0.6641199,-1.963539,-0.620778,1.7425302,1.7589809,1.3308036,0.7172175,1.1034647,2.5048606,-0.10180069,0.85719144,1.6532147,2.1667383,-0.54451084
Santa Clara del Mar,-0.7493636,-0.22953261,-3.764932,-1.69265,3.5590713,-1.005159,-2.888497,-1.048036,1.4963858,2.3620691,-0.25704804,0.0043567694,-0.3373218,2.1448958,0.27035305,-0.81070286,0.1631649,1.2935183,-1.5820297,-2.8224032,-1.9535472,-2.8220503,-1.4092325,1.9849741,-2.2261155,-2.0829122,-0.9219983,-0.05367363,-0.9009901,-0.7910445,3.1405506,1.6691014,-2.7245884,-1.1184961,-3.1579628,0.702297,1.663879,3.876376,0.2181404,1.3662679,0.90797037,-0.25518113,1.4458246,-0.37044325,-1.0380027,0.59965575,-0.028446823,0.33063924,2.2732377,-2.804713,0.9976635,1.6462578,0.77808785,0.8657368,-0.9362639,-1.5760632,0.36910775,-0.08497685,0.7700168,-0.05216364,-0.32198578,-2.537227,0.9705967,-0.28315192,-0.3785585,-0.17613226,-1.049628,2.7786198,1.5851281,2.2898607,0.41626152,0.3019149,-1.3046392,1.3741074,0.9539899,-0.15910056,0.87830955,-2.0614765,1.5859416,2.2571108,-0.28340667,0.7858634,1.6703027,0.05625634,1.0957606,-1.06484,2.089517,-2.7187972,-0.75359833,2.0017037,1.4424827,0.7138711,-0.110396,-0.47565663,0.86627865,-0.19427444,-0.98900336,1.804228,2.416878,3.4100356
Santa Fe,-1.3628204,-1.0775863,-3.2175522,-0.7082402,1.0179226,1.8547301,-2.6168697,-0.1624245,0.6684013,0.9139098,-1.3415922,-1.2644713,-1.0306244,1.417708,-1.4291438,2.166391,-2.0158312,0.65611535,-2.6287076,-0.41263124,-1.7359552,1.4317839,-2.4712636,1.1444097,-1.1590892,0.77684575,-2.2724593,2.8977745,-1.2432138,-0.15388462,1.5971256,1.208421,0.062911354,-0.08143313,-2.0926957,3.6586642,1.4412794,-0.3977685,-0.11907474,2.2910035,1.0675979,0.25182432,-1.1875404,2.8330867,-2.6077538,1.5475318,-2.730505,-1.6058536,-0.46528423,2.7572136,-2.7639067,-1.1968873,2.7708597,1.1567988,-0.0053262184,-0.40598103,0.85110456,-0.3083635,2.0682824,-1.477515,-0.8505795,-3.4320023,-1.0250727,3.0266187,-2.450544,0.629846,-1.4522004,0.88267046,0.47248074,2.03592,-0.65171564,2.5590847,-0.5480485,2.609751,1.0502388,1.2420547,0.78577876,-0.3578354,0.33342725,-2.713328,-0.20178403,-1.7755653,2.1095505,1.6775322,0.25391078,-1.7540698,1.8338387,-0.84133047,-1.5310959,-0.11582654,0.7331537,0.14118043,-0.99982876,-0.056850865,-3.0038226,2.1525705,-0.8410399,4.189071,1.4803759,1.6858685
Santa María,0.006113836,-1.4516441,-1.9696507,-2.677749,0.8255731,-0.11448243,1.7687986,0.59768707,2.1398613,2.04352,-0.10008458,2.633461,1.3035601,-0.47643074,0.5193139,-1.1539568,-0.8580661,-0.108147815,2.0540068,0.17441545,-2.2386022,0.5349291,1.323637,1.0032989,-0.40088186,1.5986643,1.5983444,-1.4545567,2.3358226,1.0269363,1.9685652,0.889658,0.15826738,2.5048807,0.60934305,0.043260124,0.7262445,1.4078662,1.4312111,0.719806,0.009490643,0.89358675,-0.4197498,1.4182516,-2.5530705,0.06688592,0.45117804,0.040829845,1.0163743,0.4010751,-0.91124135,3.6109726,-0.26800522,1.3195819,-1.0987996,-1.7866542,1.8085678,0.7695462,-1.8108958,-0.9592064,-0.16184883,-0.0111466,-0.95860153,0.772146,-0.68816346,1.1463461,0.89425915,2.143422,1.2079473,0.578064,0.66839993,0.22124362,0.835606,-0.8794313,4.1808596,-0.64700156,-2.8486114,2.1011622,-1.0160289,0.23538645,2.435694,-0.769297,0.3134673,-0.4224934,1.652008,-0.14302531,0.8666852,-1.3339962,-2.0607743,-0.22691086,2.313141,0.5328854,1.3395327,2.128735,0.6745617,0.23353048,1.3291303,3.126088,-0.26226255,2.5644426
Santa María de Punilla,0.6119087,-0.40149367,-0.59175575,-1.0001396,1.1707399,0.9865708,-0.32418013,-0.40742242,-1.6724693,0.85074705,-1.4960741,1.2209781,1.5668916,1.4381332,-1.1509813,-0.751602,-0.67271763,0.053899106,-0.19290915,1.2081323,-1.0152754,2.2388039,-0.93488514,0.25684363,-2.315868,0.5761761,-0.34431288,0.090362586,2.4058251,0.18005957,3.205385,0.49992278,0.20626138,3.6296434,-0.79911065,0.061403193,-0.70606613,-0.523676,-0.5671779,0.08250376,1.3348293,2.008054,1.8100171,0.77122575,2.0665245,0.11007777,-0.23480012,-0.3680936,0.84115493,-0.016123574,1.1018847,1.3120261,-0.8531773,1.5862415,-0.89488244,-1.0408838,0.12300868,0.36336672,-1.2929071,0.6771681,-1.7830125,-0.4399276,-2.8348515,0.6103301,-0.32413355,0.88296694,1.7902501,0.88776344,-0.5222726,1.1208147,-0.40153208,-0.35968992,2.491244,1.398284,2.9661207,-0.5072673,0.46484444,1.8971816,-2.834079,1.4051414,3.1964655,1.9303286,1.6059184,-1.3548876,0.65841746,0.6702721,-0.95338243,-1.669318,-0.64667404,0.67623377,-0.05119967,3.3668814,0.17494796,1.4183486,-1.1267948,1.771414,0.72338945,1.7157744,0.6062019,3.4030929
