,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Costa Azul,-2.0433426,0.42292565,0.27915838,-0.9311142,-1.2617323,3.3964622,-0.718287,-0.8897457,1.7188252,1.4684387,-1.0080987,2.6632109,1.0115352,1.1707094,-2.1339684,0.7998685,-2.1714084,0.07070213,0.7191873,0.43846893,2.3313203,-0.22132564,0.77304333,0.8849674,0.5685868,1.3556112,0.053655066,-2.7888653,1.2189645,0.9290747,0.18107656,-2.7620783,-0.25630346,-0.82392496,3.2581604,0.26614293,3.1474776,-1.7389654,-0.70385075,0.12882307,0.3049399,0.47881404,0.35359365,-0.024300346,0.5769691,-1.7728386,0.9618889,-0.45020056,1.485877,-0.3384194,1.3871068,0.19845794,-0.16375603,1.5712682,1.6460637,-2.9307134,0.8793703,-0.8013333,-0.644639,-0.22245744,-2.1945138,-1.3476206,-0.07186297,-0.91745543,-0.6595581,0.9386501,1.0285952,-0.6903526,1.654323,1.7640084,1.6176597,-0.14111383,1.6247777,-2.5777228,0.31609675,-0.86237663,-0.53673923,0.8703492,-3.9220593,-0.513744,0.90738195,1.1033704,0.018388541,0.12422465,0.81255615,-0.2058269,-2.0301876,-0.9075656,-0.58082473,-1.3539028,1.7264043,1.465848,-3.77401,-1.7218186,-2.5062096,-1.6408626,1.1111342,-1.7619773,1.3949237,-0.18440431
Costa Chica,-0.11736351,0.8316199,-0.29968056,-1.0997872,0.48719072,1.8783057,-0.51788,-0.8319279,0.40790695,1.9066914,1.1794589,0.13460648,-1.7289875,0.993202,0.54867464,-0.3321748,0.23471472,-0.11979573,0.88190466,-0.65855926,0.33254352,1.3300112,0.5331349,-0.38303638,-0.5216713,-0.09506691,-0.98330146,0.6363189,-0.15746737,0.18636449,1.2238945,0.83488286,-0.40616208,-1.8093575,-1.7617747,-1.356335,0.5582392,-1.1668,0.54217136,-2.1574442,-0.3220595,0.26012665,-0.20050487,0.85081655,-1.051538,-0.08654487,0.6254393,0.35506123,0.49207264,0.8104957,-1.4233812,-0.32668355,-0.011814921,-0.84560317,-0.18242867,1.8789883,1.1371313,-0.16345961,0.35330448,0.55334985,-1.3371223,-2.751465,-0.25038123,-0.1706188,-0.60796845,0.00827668,-0.14315549,-0.060708478,-1.6044703,1.6813661,3.1327374,1.1047664,-0.032037087,1.2446855,1.7193869,0.4830055,0.5238146,-1.16042,-1.4611976,-0.8297737,-0.20072213,0.007991413,-1.4039898,1.0216444,0.34489423,-1.503976,-0.40094036,1.470648,0.04989939,0.33542478,2.6506705,0.913943,-1.3960351,-0.68940175,1.6508763,-0.53419214,-0.24346158,0.03106263,-1.7613931,3.3025417
Costa Esmeralda,0.6779725,1.1842033,-1.4473463,-0.15329017,-0.5984692,0.45637715,-1.1644276,-1.5912724,-0.9960497,-0.4573832,-2.4273958,1.2323139,-1.4336247,0.5663167,2.4898307,-2.4024203,-0.023886694,-1.2443123,-1.4288906,1.4894744,-1.5645144,-0.24157998,-1.1540002,-1.2417581,0.23624483,0.98680204,-1.2876568,-3.6383266,2.924965,3.7773423,-1.202756,-4.182453,-1.8326325,3.6919785,1.2264888,0.1710403,2.724973,-2.2578533,1.973898,-0.82969826,-0.6387252,5.065799,3.7361376,2.5987833,0.83862257,0.48698628,2.8851588,0.77973354,2.632141,-0.35333487,-0.25915954,1.493757,-1.5085961,3.5762656,1.1589931,-3.975518,2.1428616,-0.98367023,-1.2955307,0.021461856,-0.27021703,-0.39043483,-1.407985,-1.9819212,0.26771536,1.1084572,1.0670754,0.33980855,0.14036378,0.69547844,-0.14446202,0.18069214,0.37203234,-2.3833175,2.6353712,1.3746293,-1.7227205,-0.117131256,1.2324462,1.8962463,3.4373903,0.6700611,2.7989383,0.031037914,2.7135153,3.6939318,1.4112713,1.6766647,1.4916643,-0.64615387,3.5953188,0.14250745,1.5694457,1.0466193,-1.015065,-3.3093495,2.2288353,1.6049571,1.6279438,-2.7494743
Costa del Este,1.0165904,-0.7330427,-0.96072054,-2.9676137,0.839002,2.3229833,-1.0905784,-1.3907709,-2.375144,1.9752728,-0.0803997,-1.5560089,1.7957475,-1.2290894,-2.103587,1.9350163,-1.7697332,1.0266794,-1.766774,-2.9999003,-0.9704153,0.09719646,0.61417204,0.68389845,0.7024433,-0.08679076,2.880254,2.8450003,1.2106605,0.860214,-0.17506056,0.39085546,0.5915389,0.7962902,-2.434119,0.3934913,0.77792734,3.9774806,-0.32500115,-1.1765182,-0.78182673,0.85164905,0.1690518,-1.1890974,-0.027500406,-1.5785638,0.046225365,-0.20361769,-1.4973216,-0.0420161,0.91875935,-0.7612066,3.4523408,-0.6526754,1.3872187,-0.5966032,-1.747977,-0.7460689,-0.8654138,-0.46319413,1.2543087,-0.5125668,-0.16496554,3.2598226,-0.829801,0.9728052,1.2565253,1.5714217,-1.54405,2.6904511,2.1126113,-0.69130695,-2.7108202,1.4856218,-0.36170024,-1.2499052,-2.5976753,-1.4118947,0.22284298,-0.5138766,0.56717765,1.0213196,1.7822307,-0.49591556,-1.319556,-1.5034544,-0.83081436,-1.155909,-1.7384669,0.28500417,-0.8321685,1.3371488,-1.285554,0.10168671,-0.15863381,0.4091986,0.087623544,3.164144,-1.6900373,3.1617327
Cruz de Piedra,-0.31718814,-1.5363467,-0.9671352,-3.02988,1.2683287,0.9910613,0.15793516,-0.6125546,-0.80411565,-1.9451904,-1.1238905,-0.9458594,-2.4830909,-0.00064131926,-0.6443763,-1.068501,-0.6385629,-0.63430697,-0.93379414,-0.719554,0.11084086,-1.0781299,-0.7850473,-0.75106,1.2352573,-1.3287942,0.34507763,-0.7146082,0.043778054,2.122181,0.09938621,-1.4650283,-1.7988951,-0.27397513,0.19768256,0.031015465,-0.11759493,-1.1977144,1.7413752,1.4573689,-0.60187554,0.14708406,0.29078776,-0.7675196,1.9386061,-0.6231391,-0.19585426,-0.36063826,0.77158624,-1.4688351,-1.1321692,-1.2220266,-1.1216154,-0.7050381,0.7788244,-1.1070837,0.10034357,0.2406717,1.6794598,0.6479576,0.56771195,-0.44069147,-1.894679,0.5515387,-3.341369,1.6197441,0.3634931,1.872721,2.3666613,-1.5802193,-0.90590054,0.085161716,0.384787,-1.844145,-0.7399071,-1.2993335,-0.8595619,-2.0028715,-1.3189018,2.0269432,2.4080024,-0.013185642,1.7905877,0.27352232,-0.17695312,0.34102982,0.9962933,-0.19625981,-1.2645392,1.0099111,0.92970484,1.0046378,0.64193624,-1.5611782,-0.11134886,-0.826368,0.80692345,-0.20140824,0.89386845,0.39138445
Cruz del Eje,0.8579022,-0.2661502,1.1937891,-1.1356512,-0.10565938,1.4295288,-0.88723963,-1.169599,0.1192553,-1.079174,-0.23315035,1.1360252,2.5634475,0.39180157,-0.24910496,1.0449251,-2.090162,0.6418035,-0.13435945,1.093255,-0.5438849,-0.41968057,1.3476782,0.280661,-1.885422,1.1187388,1.9752082,-0.046611715,0.18178499,-2.1051316,0.16298957,1.4210483,0.3978563,0.7314148,-0.0033959842,0.2743987,-2.4911237,0.95096266,0.14720032,1.1508926,-1.4676535,1.8696449,1.1343222,1.2921276,0.04382667,1.2567784,1.385751,-0.5810014,1.9439397,1.6088964,0.16188358,1.5461285,1.1651067,1.3711424,-0.073683776,-1.1353216,1.3993744,0.07107303,-0.32234246,1.5769922,-2.4628038,-0.7784349,-2.9899755,-0.66364044,-0.7863475,0.4934041,0.4132676,1.0036993,-0.4423207,-1.746256,-0.54896307,0.8138131,0.9911793,1.0624214,1.1699725,-0.93183607,-1.5606836,-1.903429,-0.80049497,0.9666083,-1.495728,-1.9518862,0.21332045,0.5350361,-0.36481014,-0.06524622,1.9511377,-1.2663437,0.74783915,-0.56098354,2.5393884,2.2367227,0.15647894,-0.8931558,1.8529624,0.636254,-1.3844973,1.4908999,0.41197175,1.1879083
Cuesta Blanca,0.8436157,0.05168476,-0.07767967,-2.0315118,0.73141575,0.24655586,2.1093044,-1.0835456,-0.7274055,-1.5286055,-0.9403883,0.63548124,0.2860826,-2.415186,-0.9506287,1.7274,0.69767463,0.7357244,1.6335647,2.0238926,-1.3011541,0.7479648,2.1091564,0.53860724,-0.052052274,-0.4491627,1.599809,0.9055334,-0.9613817,-0.24425577,0.41509125,0.27268368,-0.121009484,-1.9532366,0.73255056,0.052578483,-0.23777354,1.3575655,-0.21149063,1.0911114,-0.34207484,0.71205825,1.8053219,1.6496121,2.4537833,1.4813739,-0.68707246,-0.82747,0.011684659,0.8001748,-2.2283475,0.5019638,0.75543714,1.9106654,0.45338804,0.15519527,2.3982303,0.05070353,-0.51476485,0.7710361,-1.3247635,1.4510418,1.0968313,-0.5336144,1.0265529,1.0216751,0.8868832,-0.52981097,0.40775108,1.8564527,0.9747265,0.6035642,1.1863818,0.55358464,2.139622,-1.387824,1.8694811,1.6226791,0.037132613,1.5722867,0.81949294,0.39756793,0.31827098,-0.22458108,1.8960648,-0.55210716,-0.60368556,-0.17355233,-1.4213587,1.037986,0.4828354,1.4357407,0.14768873,1.3569242,0.5201075,0.6080571,2.4186904,1.307736,0.14201534,1.6675019
Cushamen,0.5998325,-0.3162033,-1.9247733,-0.37691042,1.2771306,1.4461211,-0.17222498,0.10929352,-0.7752979,-1.1381071,0.54338515,2.0771918,-0.1253263,0.8134949,-1.5354799,1.0576729,-0.71777546,-0.5655811,0.20586525,-0.37284443,-1.9064573,-1.2451369,-0.9497284,0.93534774,-2.100015,-0.72967863,2.0724454,-0.7787585,2.0161784,0.24125633,1.7298629,0.8350914,0.74433976,1.484873,0.38750175,0.76808923,1.5920608,-0.7480947,-0.8346411,-1.2091378,-1.7887982,0.84501725,1.262056,3.3173623,0.90298784,-1.1575111,0.4679164,0.010591552,1.0558583,-2.5479074,-0.6732193,1.9289848,0.29237568,0.29524875,2.2971504,-2.0980692,0.64394134,-0.610697,0.5848261,0.42146018,-1.5980906,0.39365274,-0.794949,-1.1424255,-1.2369761,0.3940544,-0.26959783,1.2693279,2.756442,0.601089,0.6652685,0.04729396,2.1910093,-0.03571575,1.5256362,1.0029045,-0.46240944,-0.5589989,0.11593603,2.2303016,1.5279528,-0.40256143,0.4370807,0.27530986,2.262023,-1.1299115,-0.34385693,-2.815425,-0.06004958,1.4127488,-0.5713353,0.4299178,1.2656794,0.75892544,2.4391382,0.5874263,3.4565408,1.483856,2.8885264,1.4282501
Córdoba,1.4842818,1.5117934,0.2064927,-2.8681386,-0.36416614,0.52720976,0.630455,-2.965051,-1.6318241,-0.695748,0.30432928,4.10086,3.483236,-1.007409,-3.0045145,1.7474992,-0.97651863,1.4080594,2.3130589,0.9502728,-1.8798734,1.852025,1.8889111,3.2739623,-1.9042735,4.392636,-0.6213875,-0.683541,4.382491,-0.27286047,3.9003553,1.4105169,0.1330365,2.6598258,-0.77241,2.3884432,1.5048683,0.45008,0.29915518,0.5004901,-0.85752493,2.0754912,2.754352,2.4166849,2.7001202,1.9602287,0.9440236,-1.9021263,-1.3834748,1.6665908,-0.10697406,1.6851506,-0.29969913,0.9404708,-2.2217753,-2.5634665,1.351201,1.787059,-0.28075573,-1.335811,-2.763573,1.3170643,-1.9458829,-0.17672862,0.03591512,4.8342886,3.3093526,3.9417214,-0.16621375,0.5404445,2.6350615,1.3575329,1.6771448,0.64358085,1.3885078,-3.090637,-2.971569,1.6914407,-1.4237458,-0.50385004,2.3800707,-0.6286915,1.0203015,-2.4568148,3.5254009,-1.9320142,-1.4977537,-0.7918155,-2.398045,0.37715235,2.491748,2.1688387,-1.6019841,2.5956259,-2.7860386,0.1446904,0.9803586,1.6377915,-0.6786576,0.7286684
Dalmacio Vélez Sarsfield,1.8020974,0.48431647,-1.0106938,-0.3535257,-0.008071415,-1.256364,0.2220449,-1.7302356,-1.5904578,-0.6707575,-0.30450413,2.3347876,1.3429687,0.55652565,-1.1116447,1.11158,-1.5657634,-1.8466274,-0.62009335,-0.20527036,-1.5540262,-0.39622754,2.2023773,1.7143264,-2.8091114,1.9176065,-1.3624302,-1.333743,1.1324692,1.0906284,0.4683501,1.7779012,-0.30579242,-0.017051624,-1.2186377,-0.20202763,1.4331284,-0.7618033,0.12527816,-1.7389421,0.05755374,0.35951552,1.0443177,-0.23570313,1.8541794,0.6153247,0.71891755,0.38454917,-1.2498142,1.3730108,-0.93096817,-0.36083445,-0.6626621,2.16846,-1.1150651,-2.5934675,1.9795929,-0.63773245,-0.27724305,-1.6254674,1.1096475,-0.73237306,-2.2447572,-0.3436157,0.7626937,2.9590447,1.444212,1.2670232,-0.25458318,1.1339799,2.3000433,1.8124194,0.16613716,-1.7131318,-0.39501613,-1.9790099,-0.6525406,-0.7110008,-0.57345426,-1.6389734,1.371121,-0.6003392,1.9615176,-0.13841362,2.6411703,2.0401762,-1.7364197,-0.5787541,-1.321467,2.478545,1.610557,1.5722209,1.2727821,0.25685152,-1.8868358,-0.46073607,0.3416093,-1.7438533,1.4441677,0.6431254
Despeñaderos,-0.8801587,0.22170943,-0.28923482,0.45934495,-1.2332782,-0.29069698,0.64155483,2.555717,-2.8240736,-0.63551646,-0.7518794,1.4747078,0.3176667,-1.622021,-0.79850113,-2.090951,0.6850137,-2.5827603,1.0165881,-1.1605663,-0.38773367,-0.13025078,-0.669594,-1.5530843,-0.19560878,0.6671759,-0.44465113,0.20350009,-0.13822708,1.0785338,0.33035493,0.37749866,-1.2204598,-0.41368994,0.7026299,-2.3575416,-0.17016199,0.13642462,2.6530442,-1.1427064,0.8754566,-1.6284866,1.1016469,-2.9719167,1.3124471,0.295596,2.4814172,0.9753114,1.5814525,-1.7887766,1.1041603,-0.39133668,-0.54997826,1.4082069,-0.011376983,0.01798925,0.8488205,0.66571414,-0.4802196,1.5178502,-2.3768122,1.687373,0.9882158,-0.29995784,0.9840954,1.836036,-0.7327957,-0.51093787,0.3896933,-0.4523166,2.6101136,-0.83077013,3.6408086,-0.14103024,-1.6078825,-1.943618,0.038921565,-0.7203972,0.41176632,1.1784,1.968202,-0.80068237,2.9581466,0.088256024,1.3602355,1.8655101,-0.67966264,-1.391846,0.37479007,-1.3489692,1.0098103,0.019060671,0.8454902,-0.21111454,0.41190922,-2.0112472,1.3418362,-0.604003,1.756548,-0.6128028
Dina Huapi,0.040170413,-0.39498302,-0.6970284,-1.2845986,1.6945635,2.6305096,-0.0920159,-1.1560296,3.0129423,-0.5904877,-1.59964,-1.1387166,0.30835286,0.45899916,-0.9195171,1.5906206,-0.066663235,0.23028538,0.35551545,-1.1197474,-1.1065338,1.6314589,-0.94547504,-0.12537356,-1.590823,-1.557716,0.7561961,0.08924459,1.2110611,-0.119930476,0.80381066,-0.44525892,-0.68372095,0.40830305,-1.3104126,1.2162646,0.40031525,-0.9815008,0.2650976,0.5841295,0.7517466,0.03495408,0.640881,-0.08785665,-1.1727511,-0.12574579,-1.9985206,0.9360852,3.494892,-1.4980031,1.1050501,-0.030852845,-0.006443935,2.0356007,0.71366036,-0.45825556,3.2460816,-0.47752902,1.2760525,0.6349229,-2.5972188,-2.2504194,2.015322,0.840752,-2.0139964,-1.4384328,1.6535792,0.1194424,0.30464047,-0.04228398,-1.2381967,1.4009143,1.2595397,-1.9432557,1.20039,-0.04221495,0.28886253,0.32163033,0.31142375,0.6056548,0.078917876,1.3699292,0.48854253,0.6680645,-1.0465994,0.18164282,-0.57883877,-1.7451228,0.19639097,0.9908054,0.048560373,4.415837,-1.0140908,-0.33165407,1.6202176,1.7869716,-1.1813484,-0.14410046,1.6592612,2.2379923
Dorrego,0.5032818,-0.2356378,-2.2260895,-0.75266176,-0.9005532,1.3098179,1.5857695,0.80602366,0.7194181,1.5488753,0.43017533,-1.0535775,2.3947508,0.04670549,-0.7641825,0.5086384,-0.042408556,1.0088624,0.04239042,-4.358487,-0.29579517,-0.8208074,0.1642794,1.3151997,-2.377324,0.2691495,0.52019876,0.52932674,-0.6301744,1.2954228,3.0234487,-0.29482815,0.93771046,-1.3893256,-1.6947614,-1.6451905,-1.8338875,0.6812012,-0.21675651,2.3034198,1.0373102,0.35338804,-0.5465212,-1.2955717,0.39566386,-0.72986466,-0.9731272,-1.8766323,2.9458332,-0.54669803,-0.18001735,2.6875675,1.1551418,0.6528476,-0.48058423,0.29136947,-0.31805587,0.5826709,0.7302395,0.37018713,0.78008807,-2.1497095,0.96923876,-1.6949846,-1.5456202,0.007957961,0.021614263,4.0272946,2.7684472,3.5845206,1.0449908,-1.0596163,0.26805717,-1.6339985,0.20308375,-0.2518983,-1.4816335,0.13476115,-1.6611408,0.92357594,0.07048387,-0.28924707,0.35035524,1.3857409,-0.06589332,-1.6978395,1.2390772,-1.2953005,0.3871536,3.059961,2.9106772,1.7078036,0.9242881,0.3151935,0.6918412,-0.21275431,0.76946765,0.7332238,0.3041318,1.5881791
El Algarrobo,-1.7587999,1.2195004,-0.8048962,2.4744973,-1.1028333,0.9030736,-0.9226515,0.1980344,0.14669356,-0.101231776,-1.5470304,1.9382807,0.30166245,-0.6441509,0.3620095,1.5944471,-0.009598481,0.26143727,0.62515247,-0.9061327,-0.36494112,-0.8343567,-1.7690637,0.85980797,-0.6823147,0.38200322,-0.40239477,-1.3931714,-0.5346566,0.41511324,-1.2840596,-1.1926361,-0.09813731,0.5558825,-0.3204596,1.0609335,2.2271352,2.5048163,1.1085174,0.34206575,2.574081,-0.5278232,2.1312275,-1.3005222,-0.8231294,-0.3325473,2.3138301,-0.82405055,-0.5487188,-1.2320787,1.4552783,-1.0045198,-1.0276448,-0.63953704,-0.028941456,-0.58112776,0.48717624,0.57896996,0.8087158,-0.7215672,0.24791554,0.54316163,-0.7487382,1.0652622,0.49733996,-2.1957507,-1.7203826,0.041030556,0.19487678,-0.65255165,0.42969725,-0.9144432,2.7337568,-1.3011155,0.7091336,-1.7239712,-1.2711915,-0.23222335,0.35716793,0.12912084,-0.6420556,1.1050323,3.3695805,0.02399073,-0.27804878,2.243922,-0.15705806,2.274671,-0.6354864,0.36846223,0.12720624,-0.906398,-0.9026718,0.3404375,0.08419217,-0.5904091,0.027697789,-1.7774621,0.6836853,0.6166838
El Calafate,-0.12431212,0.83744895,-0.92646724,-1.0687424,3.292388,0.7512111,-0.52650183,1.0802901,-1.1845872,-0.47376665,-0.6728757,0.9705769,1.0638293,-0.24423832,1.2708195,-0.28387582,-1.8658909,-0.7399938,-0.3010235,-1.0071175,1.07958,0.60402286,0.89926034,-2.288717,-0.25857687,1.8703516,1.1151155,-1.8259188,-0.6686208,0.24462046,0.40173057,0.4980964,-0.31983006,0.12160473,-0.777058,-0.005790263,-1.226456,0.49066576,0.40594545,-0.93453634,-0.57511485,-0.2683631,0.5348256,0.5234237,0.5262233,-1.6254578,0.7598477,-2.449847,-0.5672361,-0.34018427,1.2146078,0.8610018,0.48629996,1.8344558,1.1663315,-2.2855487,0.86531794,-0.07424582,0.9875719,-0.34808934,-1.0060973,-1.6160735,1.1886661,-2.2751384,-0.1427022,0.56892526,1.0947334,-0.070899025,1.2502589,-0.90665865,1.6089078,-2.2312093,1.0281172,-0.5377918,1.8501861,-1.3321567,-0.5486265,-2.1053517,-0.45840052,1.0856711,1.7055507,0.6416617,1.1328276,-1.8435819,2.3987334,1.1190605,0.80171657,0.5544559,-0.2461271,0.023766764,2.1652827,0.3827385,1.3170905,-1.7343581,-0.22943015,0.40995562,-0.21317752,1.8320228,1.8763852,2.281891
El Carrizal,-0.12231067,-2.2271328,-0.8798482,-0.72946376,-0.9329566,0.051374566,-0.00529056,-1.1990836,-0.5188742,1.8908132,0.46013844,1.6061647,-2.8831027,0.14133781,1.0788084,-1.2335962,0.1272365,-0.28454712,1.0221105,0.015273078,-0.19355781,0.55382293,-0.058636677,-0.4986444,-0.93700325,-0.42793667,2.2602303,-0.44018117,0.050319314,0.11088297,-1.553039,1.2411202,-0.4201302,0.86097395,0.6351302,-0.46667638,-0.10509776,1.5912403,-0.4335259,0.40831167,1.8389648,1.1752529,1.8833041,2.4942684,3.0298688,0.35132113,0.6217623,-0.4129394,1.4805268,-1.6510484,0.890288,-0.9427398,0.46953192,0.0028027052,0.62896806,-3.3100588,0.8656569,-0.77220124,1.8667879,-0.35850453,1.2266722,0.37444213,-1.5185636,-1.5020587,0.959835,-1.2338144,0.1949753,1.2366627,1.7291324,2.0263405,0.77397925,-0.7677714,0.39576983,-2.2808511,2.0778813,0.61960834,-0.48548535,2.0035958,-1.9295573,1.1068792,2.3496132,1.0420043,2.538766,0.7272147,-0.4041922,-1.3918109,1.4332085,0.61305285,1.3950585,-1.0740887,-0.3099936,0.035542898,-0.7779542,-0.59039783,0.80773413,-0.7354886,-0.40525243,-1.6371031,-1.3424757,1.953487
El Challao,1.2900717,-2.0814707,0.027441043,-1.1461319,0.63557297,1.3794612,0.35856277,-1.2861681,2.1776745,0.49907982,-1.5434399,1.6469339,0.91045463,-0.17749478,-0.92983365,0.4319604,-0.016258737,0.9019515,-0.5014456,-0.8421959,-3.0825648,1.4702253,1.5641264,1.5237458,-0.95912737,0.5317286,3.507177,0.767474,0.5286706,-1.0275917,1.2407533,2.9836173,0.71112865,-0.28338742,-0.6828534,-0.51436037,0.1361613,1.4269214,-2.369136,3.2966514,1.7849282,-1.0152624,-0.48991698,0.28347525,0.34962544,-0.83747953,-2.8210464,-1.5023835,1.1978099,-0.882419,0.51925206,-0.27940756,2.5347514,2.2882357,0.9972879,0.7383885,-0.5647348,1.8403364,0.40608224,0.7856847,-0.5399265,-1.5413123,-3.2872927,-0.08953361,-0.3819546,-1.3707743,-0.6235794,0.6222751,1.7167317,-0.01550227,-1.1781839,0.32115662,-1.3634086,0.32751963,2.7360117,-0.46140215,-2.1562593,1.0586125,-0.6703749,2.3052018,-1.1681396,-1.1056881,1.6734016,-0.043897428,-1.0243279,-1.340852,2.2775831,-1.0706043,0.59702283,1.373515,1.5431628,0.35483816,-1.43431,-1.2727573,0.046883754,0.11507698,-1.3051567,1.040897,0.09159149,1.6247256
El Plumerillo,0.32301822,0.105437614,0.22308137,-0.8878072,-0.35411316,-0.33300865,-2.7225204,1.1493298,1.4448749,-0.35594094,-0.64519507,-0.8978929,0.15106073,0.24007961,-1.5844157,1.0266662,-0.33246288,1.8941547,-0.52073336,0.672581,-0.05090456,-0.9736197,0.36963487,1.458916,-0.19757345,1.3618004,0.25201884,0.29556486,2.46735,-0.3822225,0.68148124,1.6019553,1.0563196,-1.3361396,-2.468644,0.87097675,-1.6566154,1.5063262,-0.8891098,-1.4025152,0.09124006,0.17075223,-0.0006576824,-2.0191789,1.5282882,0.039702237,-0.6414489,0.0333354,0.49788126,-2.739633,1.227463,3.0208824,1.1935147,0.8458483,-0.24692106,-1.0221324,0.4602873,0.7581259,0.48960775,0.9440356,-0.5806352,-1.5936381,0.36019313,-0.56162643,0.5157087,4.6848955,-1.2857311,0.461203,0.7011444,-0.21571176,0.08454004,0.24268103,0.89937925,-1.0422391,2.3741872,0.14195162,-0.86086804,0.8039403,-0.5798366,1.4491049,0.94998515,0.34252867,-0.08841019,0.41159958,0.3375033,0.83536726,1.9434571,-2.3365495,0.33929718,1.512786,0.46854082,1.8092763,0.15732573,0.60935,1.7134193,-0.5698403,0.15245612,-0.8873744,0.2643163,0.011932828
El Volcán,-3.6525986,-2.3390658,0.84401864,-1.4188085,0.7345783,0.021136243,1.1751442,-0.026447536,1.1477867,1.9875093,-2.6949406,1.2203444,-0.24936189,-2.0871313,1.4495593,-0.59829104,0.84109807,0.34464607,-1.5169722,-3.0749998,-3.2102125,1.5892509,0.70594794,0.82814485,-0.7184194,-0.64976734,0.8459163,0.9308302,0.64435476,-0.12811291,1.2568691,-0.08609133,0.007833391,-0.83508813,-1.9833859,1.6171803,0.027143016,0.52665454,-1.407807,2.0366707,0.0019048745,-1.4049284,1.0305476,2.7736585,0.54434454,0.19629556,0.41747633,-1.0643603,-0.6167113,1.9513762,1.0692675,1.8461616,0.15040977,2.8033617,-0.71443796,-0.28286767,0.91408575,2.2872348,0.6992582,0.7925337,-0.16799675,-2.3185744,0.2524652,1.0389909,-1.754603,0.010941337,-0.51274925,1.9062598,0.61191684,2.8891132,-1.5945445,2.417787,1.9244456,1.3219771,1.2037244,0.09891783,1.5974332,1.2212108,-1.5530938,-0.32357857,-1.199732,0.19272268,1.7372292,0.46983585,0.40979168,-0.6113998,-0.8854311,-0.81733316,0.59835136,0.5305396,3.21788,1.82526,-0.22491892,-1.0461748,0.6726616,-0.10181863,0.056272253,0.04916754,-0.5771264,0.9072854
Embalse,1.6229126,0.44351757,-2.6248865,0.6214349,0.38521665,-1.0075979,0.25363332,-0.8084241,0.31362647,-0.025028598,-0.5865481,0.36054748,0.7396654,-1.8263481,-0.91601753,-0.41531336,0.64683884,0.71389866,0.24834956,-0.4582383,-2.8357038,-2.6529036,-0.3423533,0.64534205,-0.51456416,2.7444954,1.7106938,-0.34123003,1.6843599,-0.320505,1.986968,-0.045374636,0.3847013,1.2122868,-0.18055306,-0.7960535,1.7214341,0.56007206,0.065759055,0.2330451,-0.8486094,0.23791802,0.03992639,1.597373,-0.25134975,0.9494215,-1.3307374,1.2489973,2.631075,-0.56376076,1.5551795,0.4617665,0.12405966,0.25671273,0.16873983,-1.2886773,-1.6328622,0.43048042,-0.6823193,0.22751482,-0.60207886,-0.82466125,1.0420027,-0.40408304,1.7303234,1.461561,-1.1463716,1.4923449,0.8027367,0.766528,-1.6146507,1.2421979,0.66594094,-2.7442183,0.9979678,-0.21653542,-1.137911,0.3992976,-0.33278048,-0.8443561,0.32017964,-0.13475119,2.245772,1.5352364,2.9333496,-1.4529736,-0.20808443,-1.2139981,1.2547379,1.930858,0.34210506,-1.0019478,2.485041,-0.39748028,0.9134641,1.3719877,2.067132,-0.3524988,0.007880214,0.38162255
Ensenada,-0.42548862,1.4002172,-1.7678963,-2.473235,-3.0799985,1.2714711,0.5287381,-1.6640329,-1.1728203,1.045038,-1.3402774,1.7030876,-0.688503,0.80199367,-1.0022528,0.20762472,1.7438862,0.35026723,3.0381374,0.24094458,-2.1770113,0.8809839,0.8343603,-1.0569867,-0.7556505,0.9414386,1.4672598,-1.5241394,2.4976172,1.4064684,-0.09383799,-1.7483044,1.4668815,0.50843537,0.4247989,-0.8480357,1.7576686,-0.9017853,0.62206197,-1.3764915,-0.6911487,0.92285234,3.4785929,-0.47883824,1.447825,1.1902016,2.7723074,0.15398012,1.6954026,-0.30141398,0.12399631,2.1653123,-1.748623,0.83940125,-0.80169785,-0.89071447,4.139176,-0.69883305,-1.7377869,-0.40237564,-1.1969436,0.7623081,-2.8433416,1.22846,-0.54556876,2.0768375,1.8255478,0.6869628,-0.32989532,2.040922,-0.3946997,0.82303345,0.80806655,-0.91391855,5.1239424,-1.5377536,-0.9981901,-1.5902832,1.1723233,2.3098567,2.3236833,-1.3412876,-1.1151888,-0.6999536,1.4641994,0.23333731,0.20249577,-1.3951122,1.9121411,-0.13983805,3.9135406,-1.7308419,-1.2688218,0.3481048,1.6357961,0.26658586,-0.1310119,2.1463857,0.43022352,-0.95080787
